protein_id,contig_id,keywords
NmSA44_28,NmSA44,none
NmSA44_29,NmSA44,none
NmSA44_30,NmSA44,none
NmSA44_31,NmSA44,none
NmSA44_32,NmSA44,none
NmSA44_33,NmSA44,none
NmSA44_34,NmSA44,none
NmSA44_35,NmSA44,none
NmSA44_36,NmSA44,none
NmSA44_37,NmSA44,none
NmSA44_38,NmSA44,none
NmSA44_39,NmSA44,none
NmSA44_40,NmSA44,none
NmSA44_41,NmSA44,none
NmSA44_42,NmSA44,none
NmSA44_43,NmSA44,none
NmSA44_44,NmSA44,none
NmSA44_45,NmSA44,none
NmSA44_46,NmSA44,none
NmSA44_47,NmSA44,none
NmSA44_48,NmSA44,none
NmSA45_1,NmSA45,none
NmSA45_2,NmSA45,none
NmSA45_3,NmSA45,none
NmSA45_4,NmSA45,none
NmSA45_5,NmSA45,none
NmSA45_6,NmSA45,none
NmSA45_7,NmSA45,none
NmSA45_8,NmSA45,none
NmSA45_9,NmSA45,none
NmSA45_10,NmSA45,none
NmSA45_11,NmSA45,none
NmSA45_12,NmSA45,none
NmSA45_13,NmSA45,none
NmSA45_14,NmSA45,none
NmSA45_15,NmSA45,none
NmSA45_16,NmSA45,none
NmSA45_17,NmSA45,none
NmSA45_18,NmSA45,none
NmSA45_19,NmSA45,none
NmSA45_20,NmSA45,none
NmSA45_21,NmSA45,none
NmSA45_22,NmSA45,none
NmSA45_23,NmSA45,none
NmSA45_24,NmSA45,none
NmSA45_25,NmSA45,none
NmSA45_26,NmSA45,none
NmSA45_27,NmSA45,none
NmSA45_28,NmSA45,none
NmSA45_29,NmSA45,none
NmSA45_30,NmSA45,none
NmSA45_31,NmSA45,none
NmSA45_32,NmSA45,none
NmSA45_33,NmSA45,none
NmSA45_34,NmSA45,none
NmSA45_35,NmSA45,none
NmSA45_36,NmSA45,none
NmSA45_37,NmSA45,none
NmSA45_38,NmSA45,none
NmSA45_39,NmSA45,none
NmSA45_40,NmSA45,none
NmSA45_41,NmSA45,none
NmSA45_42,NmSA45,none
NmSA45_43,NmSA45,none
NmSA45_44,NmSA45,none
NmSA45_45,NmSA45,none
NmSA45_46,NmSA45,none
NmSA45_47,NmSA45,none
NmSA45_48,NmSA45,none
NmSA45_49,NmSA45,none
NmSA45_50,NmSA45,none
NmSA45_51,NmSA45,none
NmSA45_52,NmSA45,none
NmSA45_53,NmSA45,none
NmSA45_54,NmSA45,none
NmSA46_1,NmSA46,none
NmSA46_2,NmSA46,none
NmSA46_3,NmSA46,none
NmSA46_4,NmSA46,none
NmSA46_5,NmSA46,none
NmSA46_6,NmSA46,none
NmSA46_7,NmSA46,none
NmSA46_8,NmSA46,none
NmSA46_9,NmSA46,none
NmSA46_10,NmSA46,none
NmSA46_11,NmSA46,none
NmSA46_12,NmSA46,none
NmSA46_13,NmSA46,none
NmSA46_14,NmSA46,none
NmSA46_15,NmSA46,none
NmSA47_1,NmSA47,none
NmSA47_2,NmSA47,none
NmSA47_3,NmSA47,none
NmSA47_4,NmSA47,none
NmSA47_5,NmSA47,none
NmSA47_6,NmSA47,none
NmSA47_7,NmSA47,none
NmSA47_8,NmSA47,none
NmSA47_9,NmSA47,none
NmSA47_10,NmSA47,none
NmSA47_11,NmSA47,none
NmSA47_12,NmSA47,none
NmSA47_13,NmSA47,none
NmSA47_14,NmSA47,none
NmSA47_15,NmSA47,none
NmSA47_16,NmSA47,none
NmSA47_17,NmSA47,none
NmSA47_18,NmSA47,none
NmSA47_19,NmSA47,none
NmSA47_20,NmSA47,none
NmSA47_21,NmSA47,none
NmSA47_22,NmSA47,none
NmSA47_23,NmSA47,none
NmSA47_24,NmSA47,none
NmSA48_1,NmSA48,none
NmSA48_2,NmSA48,none
NmSA48_3,NmSA48,none
NmSA48_4,NmSA48,none
NmSA48_5,NmSA48,none
NmSA48_6,NmSA48,none
NmSA48_7,NmSA48,none
NmSA48_8,NmSA48,none
NmSA48_9,NmSA48,none
NmSA48_10,NmSA48,none
NmSA48_11,NmSA48,none
NmSA48_12,NmSA48,none
NmSA48_13,NmSA48,none
NmSA48_14,NmSA48,none
NmSA48_15,NmSA48,none
NmSA48_16,NmSA48,none
NmSA48_17,NmSA48,none
NmSA48_18,NmSA48,none
NmSA48_19,NmSA48,none
NmSA48_20,NmSA48,none
NmSA48_21,NmSA48,none
NmSA48_22,NmSA48,none
NmSA48_23,NmSA48,none
NmSA48_24,NmSA48,none
NmSA48_25,NmSA48,none
NmSA48_26,NmSA48,none
NmSA48_27,NmSA48,none
NmSA48_28,NmSA48,none
NmSA48_29,NmSA48,none
NmSA48_30,NmSA48,none
NmSA48_31,NmSA48,none
NmSA48_32,NmSA48,none
NmSA48_33,NmSA48,none
NmSA48_34,NmSA48,none
NmSA48_35,NmSA48,none
NmSA48_36,NmSA48,none
NmSA48_37,NmSA48,none
NmSA48_38,NmSA48,none
NmSA48_39,NmSA48,none
NmSA48_40,NmSA48,none
NmSA48_41,NmSA48,none
NmSA48_42,NmSA48,none
NmSA48_43,NmSA48,none
NmSA48_44,NmSA48,none
NmSA48_45,NmSA48,none
NmSA48_46,NmSA48,none
NmSA48_47,NmSA48,none
NmSA48_48,NmSA48,none
NmSA48_49,NmSA48,none
NmSA48_50,NmSA48,none
NmSA48_51,NmSA48,none
NmSA48_52,NmSA48,none
NmSA48_53,NmSA48,none
NmSA48_54,NmSA48,none
NmSA48_55,NmSA48,none
NmSA48_56,NmSA48,none
NmSA49_1,NmSA49,none
NmSA49_2,NmSA49,none
NmSA49_3,NmSA49,none
NmSA49_4,NmSA49,none
NmSA49_5,NmSA49,none
NmSA49_6,NmSA49,none
NmSA49_7,NmSA49,none
NmSA49_8,NmSA49,none
NmSA49_9,NmSA49,none
NmSA49_10,NmSA49,none
NmSA49_11,NmSA49,none
NmSA49_12,NmSA49,none
NmSA49_13,NmSA49,none
NmSA49_14,NmSA49,none
NmSA49_15,NmSA49,none
NmSA49_16,NmSA49,none
NmSA49_17,NmSA49,none
NmSA49_18,NmSA49,none
NmSA49_19,NmSA49,none
NmSA49_20,NmSA49,none
NmSA49_21,NmSA49,none
NmSA49_22,NmSA49,none
NmSA49_23,NmSA49,none
NmSA49_24,NmSA49,none
NmSA49_25,NmSA49,none
NmSA49_26,NmSA49,none
NmSA49_27,NmSA49,none
NmSA49_28,NmSA49,none
NmSA49_29,NmSA49,none
NmSA49_30,NmSA49,none
NmSA49_31,NmSA49,none
NmSA49_32,NmSA49,none
NmSA49_33,NmSA49,none
NmSA49_34,NmSA49,none
NmSA49_35,NmSA49,none
NmSA49_36,NmSA49,none
NmSA49_37,NmSA49,none
NmSA49_38,NmSA49,none
NmSA49_39,NmSA49,none
NmSA49_40,NmSA49,none
NmSA49_41,NmSA49,none
NmSA49_42,NmSA49,none
NmSA49_43,NmSA49,none
NmSA49_44,NmSA49,none
NmSA49_45,NmSA49,none
NmSA49_46,NmSA49,none
NmSA49_47,NmSA49,none
NmSA49_48,NmSA49,none
NmSA49_49,NmSA49,none
NmSA4_1,NmSA4,none
NmSA4_2,NmSA4,none
NmSA4_3,NmSA4,none
NmSA4_4,NmSA4,none
NmSA4_5,NmSA4,none
NmSA4_6,NmSA4,none
NmSA4_7,NmSA4,none
NmSA4_8,NmSA4,none
NmSA4_9,NmSA4,none
NmSA4_10,NmSA4,none
NmSA4_11,NmSA4,none
NmSA4_12,NmSA4,none
NmSA4_13,NmSA4,none
NmSA4_14,NmSA4,none
NmSA4_15,NmSA4,none
NmSA4_16,NmSA4,none
NmSA4_17,NmSA4,none
NmSA4_18,NmSA4,none
NmSA4_19,NmSA4,none
NmSA4_20,NmSA4,none
NmSA4_21,NmSA4,none
NmSA4_22,NmSA4,none
NmSA4_23,NmSA4,none
NmSA4_24,NmSA4,none
NmSA4_25,NmSA4,none
NmSA4_26,NmSA4,none
NmSA4_27,NmSA4,none
NmSA4_28,NmSA4,none
NmSA4_29,NmSA4,none
NmSA4_30,NmSA4,none
NmSA4_31,NmSA4,none
NmSA4_32,NmSA4,none
NmSA4_33,NmSA4,none
NmSA4_34,NmSA4,none
NmSA4_35,NmSA4,none
NmSA4_36,NmSA4,none
NmSA4_37,NmSA4,none
NmSA4_38,NmSA4,none
NmSA4_39,NmSA4,none
NmSA4_40,NmSA4,none
NmSA4_41,NmSA4,none
NmSA4_42,NmSA4,none
NmSA4_43,NmSA4,none
NmSA4_44,NmSA4,none
NmSA4_45,NmSA4,none
NmSA4_46,NmSA4,none
NmSA4_47,NmSA4,none
NmSA4_48,NmSA4,none
NmSA4_49,NmSA4,none
NmSA4_50,NmSA4,none
NmSA4_51,NmSA4,none
NmSA4_52,NmSA4,none
NmSA4_53,NmSA4,none
NmSA4_54,NmSA4,none
NmSA4_55,NmSA4,none
NmSA50_1,NmSA50,none
NmSA50_2,NmSA50,none
NmSA50_3,NmSA50,none
NmSA50_4,NmSA50,none
NmSA50_5,NmSA50,none
NmSA50_6,NmSA50,none
NmSA50_7,NmSA50,none
NmSA50_8,NmSA50,none
NmSA50_9,NmSA50,none
NmSA50_10,NmSA50,none
NmSA50_11,NmSA50,none
NmSA50_12,NmSA50,none
NmSA50_13,NmSA50,none
NmSA50_14,NmSA50,none
NmSA50_15,NmSA50,none
NmSA50_16,NmSA50,none
NmSA50_17,NmSA50,none
NmSA50_18,NmSA50,none
NmSA50_19,NmSA50,none
NmSA51_1,NmSA51,none
NmSA51_2,NmSA51,none
NmSA51_3,NmSA51,none
NmSA51_4,NmSA51,none
NmSA51_5,NmSA51,none
NmSA51_6,NmSA51,none
NmSA51_7,NmSA51,none
NmSA51_8,NmSA51,none
NmSA51_9,NmSA51,none
NmSA51_10,NmSA51,none
NmSA51_11,NmSA51,none
NmSA51_12,NmSA51,none
NmSA51_13,NmSA51,none
NmSA51_14,NmSA51,none
NmSA51_15,NmSA51,none
NmSA51_16,NmSA51,none
NmSA51_17,NmSA51,none
NmSA51_18,NmSA51,none
NmSA51_19,NmSA51,none
NmSA51_20,NmSA51,none
NmSA51_21,NmSA51,none
NmSA51_22,NmSA51,none
NmSA51_23,NmSA51,none
NmSA51_24,NmSA51,none
NmSA51_25,NmSA51,none
NmSA51_26,NmSA51,none
NmSA51_27,NmSA51,none
NmSA51_28,NmSA51,none
NmSA51_29,NmSA51,none
NmSA51_30,NmSA51,none
NmSA51_31,NmSA51,none
NmSA52_1,NmSA52,none
NmSA52_2,NmSA52,none
NmSA52_3,NmSA52,none
NmSA52_4,NmSA52,none
NmSA52_5,NmSA52,none
NmSA52_6,NmSA52,none
NmSA52_7,NmSA52,none
NmSA52_8,NmSA52,none
NmSA52_9,NmSA52,none
NmSA52_10,NmSA52,none
NmSA52_11,NmSA52,none
NmSA52_12,NmSA52,none
NmSA52_13,NmSA52,none
NmSA52_14,NmSA52,none
NmSA52_15,NmSA52,none
NmSA52_16,NmSA52,none
NmSA52_17,NmSA52,none
NmSA52_18,NmSA52,none
NmSA52_19,NmSA52,none
NmSA52_20,NmSA52,none
NmSA52_21,NmSA52,none
NmSA52_22,NmSA52,none
NmSA52_23,NmSA52,none
NmSA52_24,NmSA52,none
NmSA52_25,NmSA52,none
NmSA52_26,NmSA52,none
NmSA52_27,NmSA52,none
NmSA52_28,NmSA52,none
NmSA52_29,NmSA52,none
NmSA52_30,NmSA52,none
NmSA52_31,NmSA52,none
NmSA52_32,NmSA52,none
NmSA52_33,NmSA52,none
NmSA52_34,NmSA52,none
NmSA52_35,NmSA52,none
NmSA52_36,NmSA52,none
NmSA52_37,NmSA52,none
NmSA52_38,NmSA52,none
NmSA52_39,NmSA52,none
NmSA52_40,NmSA52,none
NmSA52_41,NmSA52,none
NmSA52_42,NmSA52,none
NmSA52_43,NmSA52,none
NmSA52_44,NmSA52,none
NmSA52_45,NmSA52,none
NmSA52_46,NmSA52,none
NmSA52_47,NmSA52,none
NmSA52_48,NmSA52,none
NmSA52_49,NmSA52,none
NmSA52_50,NmSA52,none
NmSA53_1,NmSA53,none
NmSA53_2,NmSA53,none
NmSA53_3,NmSA53,none
NmSA53_4,NmSA53,none
NmSA53_5,NmSA53,none
NmSA53_6,NmSA53,none
NmSA53_7,NmSA53,none
NmSA53_8,NmSA53,none
NmSA53_9,NmSA53,none
NmSA53_10,NmSA53,none
NmSA53_11,NmSA53,none
NmSA53_12,NmSA53,none
NmSA53_13,NmSA53,none
NmSA53_14,NmSA53,none
NmSA53_15,NmSA53,none
NmSA53_16,NmSA53,none
NmSA53_17,NmSA53,none
NmSA53_18,NmSA53,none
NmSA53_19,NmSA53,none
NmSA53_20,NmSA53,none
NmSA53_21,NmSA53,none
NmSA53_22,NmSA53,none
NmSA53_23,NmSA53,none
NmSA53_24,NmSA53,none
NmSA53_25,NmSA53,none
NmSA53_26,NmSA53,none
NmSA53_27,NmSA53,none
NmSA53_28,NmSA53,none
NmSA53_29,NmSA53,none
NmSA53_30,NmSA53,none
NmSA53_31,NmSA53,none
NmSA53_32,NmSA53,none
NmSA53_33,NmSA53,none
NmSA53_34,NmSA53,none
NmSA53_35,NmSA53,none
NmSA53_36,NmSA53,none
NmSA53_37,NmSA53,none
NmSA53_38,NmSA53,none
NmSA53_39,NmSA53,none
NmSA53_40,NmSA53,none
NmSA53_41,NmSA53,none
NmSA53_42,NmSA53,none
NmSA53_43,NmSA53,none
NmSA53_44,NmSA53,none
NmSA53_45,NmSA53,none
NmSA53_46,NmSA53,none
NmSA53_47,NmSA53,none
NmSA53_48,NmSA53,none
NmSA53_49,NmSA53,none
NmSA53_50,NmSA53,none
NmSA53_51,NmSA53,none
NmSA54_1,NmSA54,none
NmSA54_2,NmSA54,none
NmSA54_3,NmSA54,none
NmSA54_4,NmSA54,none
NmSA54_5,NmSA54,none
NmSA54_6,NmSA54,none
NmSA54_7,NmSA54,none
NmSA54_8,NmSA54,none
NmSA54_9,NmSA54,none
NmSA54_10,NmSA54,none
NmSA54_11,NmSA54,none
NmSA54_12,NmSA54,none
NmSA54_13,NmSA54,none
NmSA54_14,NmSA54,none
NmSA54_15,NmSA54,none
NmSA54_16,NmSA54,none
NmSA54_17,NmSA54,none
NmSA54_18,NmSA54,none
NmSA54_19,NmSA54,none
NmSA54_20,NmSA54,none
NmSA54_21,NmSA54,none
NmSA54_22,NmSA54,none
NmSA54_23,NmSA54,none
NmSA54_24,NmSA54,none
NmSA54_25,NmSA54,none
NmSA54_26,NmSA54,none
NmSA54_27,NmSA54,none
NmSA54_28,NmSA54,none
NmSA54_29,NmSA54,none
NmSA54_30,NmSA54,none
NmSA54_31,NmSA54,none
NmSA54_32,NmSA54,none
NmSA54_33,NmSA54,none
NmSA54_34,NmSA54,none
NmSA54_35,NmSA54,none
NmSA54_36,NmSA54,none
NmSA54_37,NmSA54,none
NmSA54_38,NmSA54,none
NmSA54_39,NmSA54,none
NmSA54_40,NmSA54,none
NmSA54_41,NmSA54,none
NmSA54_42,NmSA54,none
NmSA54_43,NmSA54,none
NmSA54_44,NmSA54,none
NmSA54_45,NmSA54,none
NmSA54_46,NmSA54,none
NmSA54_47,NmSA54,none
NmSA54_48,NmSA54,none
NmSA54_49,NmSA54,none
NmSA54_50,NmSA54,none
NmSA54_51,NmSA54,none
NmSA54_52,NmSA54,none
NmSA54_53,NmSA54,none
NmSA54_54,NmSA54,none
NmSA54_55,NmSA54,none
NmSA54_56,NmSA54,none
NmSA54_57,NmSA54,none
NmSA54_58,NmSA54,none
NmSA54_59,NmSA54,none
NmSA54_60,NmSA54,none
NmSA54_61,NmSA54,none
NmSA54_62,NmSA54,none
NmSA54_63,NmSA54,none
NmSA54_64,NmSA54,none
NmSA54_65,NmSA54,none
NmSA55_1,NmSA55,none
NmSA55_2,NmSA55,none
NmSA55_3,NmSA55,none
NmSA55_4,NmSA55,none
NmSA56_1,NmSA56,none
NmSA56_2,NmSA56,none
NmSA56_3,NmSA56,none
NmSA56_4,NmSA56,none
NmSA56_5,NmSA56,none
NmSA56_6,NmSA56,none
NmSA56_7,NmSA56,none
NmSA56_8,NmSA56,none
NmSA56_9,NmSA56,none
NmSA56_10,NmSA56,none
NmSA56_11,NmSA56,none
NmSA56_12,NmSA56,none
NmSA56_13,NmSA56,none
NmSA56_14,NmSA56,none
NmSA56_15,NmSA56,none
NmSA56_16,NmSA56,none
NmSA56_17,NmSA56,none
NmSA56_18,NmSA56,none
NmSA56_19,NmSA56,none
NmSA56_20,NmSA56,none
NmSA56_21,NmSA56,none
NmSA56_22,NmSA56,none
NmSA56_23,NmSA56,none
NmSA56_24,NmSA56,none
NmSA56_25,NmSA56,none
NmSA56_26,NmSA56,none
NmSA56_27,NmSA56,none
NmSA56_28,NmSA56,none
NmSA56_29,NmSA56,none
NmSA56_30,NmSA56,none
NmSA56_31,NmSA56,none
NmSA56_32,NmSA56,none
NmSA5_1,NmSA5,none
NmSA5_2,NmSA5,none
NmSA5_3,NmSA5,none
NmSA5_4,NmSA5,none
NmSA5_5,NmSA5,none
NmSA5_6,NmSA5,none
NmSA5_7,NmSA5,none
NmSA5_8,NmSA5,none
NmSA5_9,NmSA5,none
NmSA5_10,NmSA5,none
NmSA5_11,NmSA5,none
NmSA5_12,NmSA5,none
NmSA5_13,NmSA5,none
NmSA5_14,NmSA5,none
NmSA5_15,NmSA5,none
NmSA5_16,NmSA5,none
NmSA5_17,NmSA5,none
NmSA5_18,NmSA5,none
NmSA5_19,NmSA5,none
NmSA5_20,NmSA5,none
NmSA5_21,NmSA5,none
NmSA5_22,NmSA5,none
NmSA5_23,NmSA5,none
NmSA5_24,NmSA5,none
NmSA5_25,NmSA5,none
NmSA5_26,NmSA5,none
NmSA5_27,NmSA5,none
NmSA5_28,NmSA5,none
NmSA5_29,NmSA5,none
NmSA5_30,NmSA5,none
NmSA5_31,NmSA5,none
NmSA5_32,NmSA5,none
NmSA5_33,NmSA5,none
NmSA5_34,NmSA5,none
NmSA5_35,NmSA5,none
NmSA5_36,NmSA5,none
NmSA5_37,NmSA5,none
NmSA5_38,NmSA5,none
NmSA5_39,NmSA5,none
NmSA5_40,NmSA5,none
NmSA5_41,NmSA5,none
NmSA5_42,NmSA5,none
NmSA5_43,NmSA5,none
NmSA5_44,NmSA5,none
NmSA5_45,NmSA5,none
NmSA5_46,NmSA5,none
NmSA5_47,NmSA5,none
NmSA5_48,NmSA5,none
NmSA5_49,NmSA5,none
NmSA5_50,NmSA5,none
NmSA5_51,NmSA5,none
NmSA5_52,NmSA5,none
NmSA5_53,NmSA5,none
NmSA5_54,NmSA5,none
NmSA5_55,NmSA5,none
NmSA6_1,NmSA6,none
NmSA6_2,NmSA6,none
NmSA6_3,NmSA6,none
NmSA6_4,NmSA6,none
NmSA6_5,NmSA6,none
NmSA6_6,NmSA6,none
NmSA6_7,NmSA6,none
NmSA6_8,NmSA6,none
NmSA6_9,NmSA6,none
NmSA6_10,NmSA6,none
NmSA6_11,NmSA6,none
NmSA6_12,NmSA6,none
NmSA6_13,NmSA6,none
NmSA6_14,NmSA6,none
NmSA6_15,NmSA6,none
NmSA6_16,NmSA6,none
NmSA6_17,NmSA6,none
NmSA6_18,NmSA6,none
NmSA6_19,NmSA6,none
NmSA6_20,NmSA6,none
NmSA6_21,NmSA6,none
NmSA6_22,NmSA6,none
NmSA6_23,NmSA6,none
NmSA6_24,NmSA6,none
NmSA6_25,NmSA6,none
NmSA6_26,NmSA6,none
NmSA6_27,NmSA6,none
NmSA6_28,NmSA6,none
NmSA6_29,NmSA6,none
NmSA6_30,NmSA6,none
NmSA6_31,NmSA6,none
NmSA7_1,NmSA7,none
NmSA7_2,NmSA7,none
NmSA7_3,NmSA7,none
NmSA7_4,NmSA7,none
NmSA7_5,NmSA7,none
NmSA7_6,NmSA7,none
NmSA7_7,NmSA7,none
NmSA8_1,NmSA8,none
NmSA8_2,NmSA8,none
NmSA8_3,NmSA8,none
NmSA8_4,NmSA8,none
NmSA8_5,NmSA8,none
NmSA8_6,NmSA8,none
NmSA8_7,NmSA8,none
NmSA8_8,NmSA8,none
NmSA8_9,NmSA8,none
NmSA8_10,NmSA8,none
NmSA8_11,NmSA8,none
NmSA8_12,NmSA8,none
NmSA8_13,NmSA8,none
NmSA9_1,NmSA9,none
NmSA9_2,NmSA9,none
NmSA9_3,NmSA9,none
NmSA9_4,NmSA9,none
NmSA9_5,NmSA9,none
NmSA9_6,NmSA9,none
NmSA9_7,NmSA9,none
NmSA9_8,NmSA9,none
NmSA9_9,NmSA9,none
NmSA9_10,NmSA9,none
NmSA9_11,NmSA9,none
NmSA9_12,NmSA9,none
NmSA9_13,NmSA9,none
NmSA9_14,NmSA9,none
NmSA9_15,NmSA9,none
NmSA9_16,NmSA9,none
NmSA9_17,NmSA9,none
NmSA9_18,NmSA9,none
NmSA9_19,NmSA9,none
NmSA9_20,NmSA9,none
NmSA9_21,NmSA9,none
NmSA9_22,NmSA9,none
NmSA9_23,NmSA9,none
NmSA9_24,NmSA9,none
NmSA9_25,NmSA9,none
NmSA9_26,NmSA9,none
NmSA9_27,NmSA9,none
NmSA9_28,NmSA9,none
NmSA9_29,NmSA9,none
NmSA9_30,NmSA9,none
NmSA9_31,NmSA9,none
NmSA9_32,NmSA9,none
NmSA9_33,NmSA9,none
NmSA9_34,NmSA9,none
NmSA9_35,NmSA9,none
NmSA9_36,NmSA9,none
NmSA9_37,NmSA9,none
NmSA9_38,NmSA9,none
NmSA9_39,NmSA9,none
NmSA9_40,NmSA9,none
NmSA9_41,NmSA9,none
NmSA9_42,NmSA9,none
NmSA9_43,NmSA9,none
NmSA9_44,NmSA9,none
NmSA9_45,NmSA9,none
NmSA9_46,NmSA9,none
NmSA9_47,NmSA9,none
NmSA9_48,NmSA9,none
NmSA9_49,NmSA9,none
NmSA9_50,NmSA9,none
NmSA9_51,NmSA9,none
NmSA9_52,NmSA9,none
NmSA9_53,NmSA9,none
NmSA9_54,NmSA9,none
NmSA9_55,NmSA9,none
NmSA9_56,NmSA9,none
NmSA9_57,NmSA9,none
NmSA9_58,NmSA9,none
MDA_1,MDA,none
MDA_2,MDA,none
MDA_3,MDA,none
MDA_4,MDA,none
MDA_5,MDA,none
MDA_6,MDA,none
MDA_7,MDA,none
MDA_8,MDA,none
MDA_9,MDA,none
MuMenB_1,MuMenB,none
MuMenB_2,MuMenB,none
MuMenB_3,MuMenB,none
MuMenB_4,MuMenB,none
MuMenB_5,MuMenB,none
MuMenB_6,MuMenB,none
MuMenB_7,MuMenB,none
MuMenB_8,MuMenB,none
MuMenB_9,MuMenB,none
MuMenB_10,MuMenB,none
MuMenB_11,MuMenB,none
MuMenB_12,MuMenB,none
MuMenB_13,MuMenB,none
MuMenB_14,MuMenB,none
MuMenB_15,MuMenB,none
MuMenB_16,MuMenB,none
MuMenB_17,MuMenB,none
MuMenB_18,MuMenB,none
MuMenB_19,MuMenB,none
MuMenB_20,MuMenB,none
MuMenB_21,MuMenB,none
MuMenB_22,MuMenB,none
MuMenB_23,MuMenB,none
MuMenB_24,MuMenB,none
MuMenB_25,MuMenB,none
MuMenB_26,MuMenB,none
MuMenB_27,MuMenB,none
MuMenB_28,MuMenB,none
MuMenB_29,MuMenB,none
MuMenB_30,MuMenB,none
MuMenB_31,MuMenB,none
MuMenB_32,MuMenB,none
MuMenB_33,MuMenB,none
MuMenB_34,MuMenB,none
MuMenB_35,MuMenB,none
MuMenB_36,MuMenB,none
MuMenB_37,MuMenB,none
MuMenB_38,MuMenB,none
MuMenB_39,MuMenB,none
Pnm1_1,Pnm1,none
Pnm1_2,Pnm1,none
Pnm1_3,Pnm1,none
Pnm1_4,Pnm1,none
Pnm1_5,Pnm1,none
Pnm1_6,Pnm1,none
Pnm1_7,Pnm1,none
Pnm1_8,Pnm1,none
Pnm1_9,Pnm1,none
Pnm1_10,Pnm1,none
Pnm1_11,Pnm1,none
Pnm1_12,Pnm1,none
Pnm1_13,Pnm1,none
Pnm1_14,Pnm1,none
Pnm1_15,Pnm1,none
Pnm1_16,Pnm1,none
Pnm1_17,Pnm1,none
Pnm1_18,Pnm1,none
Pnm1_19,Pnm1,none
Pnm1_20,Pnm1,none
Pnm1_21,Pnm1,none
Pnm1_22,Pnm1,none
Pnm1_23,Pnm1,none
Pnm1_24,Pnm1,none
Pnm1_25,Pnm1,none
Pnm1_26,Pnm1,none
Pnm1_27,Pnm1,none
Pnm1_28,Pnm1,none
Pnm1_29,Pnm1,none
Pnm1_30,Pnm1,none
Pnm1_31,Pnm1,none
Pnm1_32,Pnm1,none
Pnm1_33,Pnm1,none
Pnm1_34,Pnm1,none
Pnm1_35,Pnm1,none
Pnm1_36,Pnm1,none
Pnm1_37,Pnm1,none
Pnm1_38,Pnm1,none
Pnm1_39,Pnm1,none
Pnm1_40,Pnm1,none
Pnm1_41,Pnm1,none
Pnm1_42,Pnm1,none
Pnm1_43,Pnm1,none
Pnm1_44,Pnm1,none
Pnm1_45,Pnm1,none
Pnm1_46,Pnm1,none
Pnm1_47,Pnm1,none
Pnm1_48,Pnm1,none
Pnm1_49,Pnm1,none
Pnm1_50,Pnm1,none
Pnm1_51,Pnm1,none
Pnm1_52,Pnm1,none
Pnm1_53,Pnm1,none
Pnm1_54,Pnm1,none
Pnm1_55,Pnm1,none
Pnm1_56,Pnm1,none
Pnm1_57,Pnm1,none
Pnm1_58,Pnm1,none
Pnm1_59,Pnm1,none
Pnm1_60,Pnm1,none
Pnm1_61,Pnm1,none
Pnm1_62,Pnm1,none
Pnm1_63,Pnm1,none
Pnm2_1,Pnm2,none
Pnm2_2,Pnm2,none
Pnm2_3,Pnm2,none
Pnm2_4,Pnm2,none
Pnm2_5,Pnm2,none
Pnm2_6,Pnm2,none
Pnm2_7,Pnm2,none
Pnm2_8,Pnm2,none
Pnm2_9,Pnm2,none
Pnm2_10,Pnm2,none
Pnm2_11,Pnm2,none
Pnm2_12,Pnm2,none
Pnm2_13,Pnm2,none
Pnm2_14,Pnm2,none
Pnm2_15,Pnm2,none
Pnm2_16,Pnm2,none
Pnm2_17,Pnm2,none
Pnm2_18,Pnm2,none
Pnm2_19,Pnm2,none
Pnm2_20,Pnm2,none
Pnm2_21,Pnm2,none
Pnm2_22,Pnm2,none
Pnm2_23,Pnm2,none
Pnm2_24,Pnm2,none
Pnm2_25,Pnm2,none
Pnm2_26,Pnm2,none
Pnm2_27,Pnm2,none
Pnm2_28,Pnm2,none
Pnm2_29,Pnm2,none
Pnm2_30,Pnm2,none
Pnm2_31,Pnm2,none
Pnm2_32,Pnm2,none
Pnm2_33,Pnm2,none
Pnm2_34,Pnm2,none
Pnm2_35,Pnm2,none
Pnm2_36,Pnm2,none
Pnm2_37,Pnm2,none
Pnm2_38,Pnm2,none
Pnm2_39,Pnm2,none
Pnm2_40,Pnm2,none
Pnm2_41,Pnm2,none
Pnm2_42,Pnm2,none
Pnm2_43,Pnm2,none
Pnm2_44,Pnm2,none
Pnm2_45,Pnm2,none
Pnm2_46,Pnm2,none
meningitidis_000009105.1_P1_1,000009105.1_P1,none
meningitidis_000009105.1_P1_2,000009105.1_P1,none
meningitidis_000009105.1_P1_3,000009105.1_P1,none
meningitidis_000009105.1_P1_4,000009105.1_P1,none
meningitidis_000009105.1_P1_5,000009105.1_P1,none
meningitidis_000009105.1_P1_6,000009105.1_P1,none
meningitidis_000009105.1_P1_7,000009105.1_P1,none
meningitidis_000009105.1_P1_8,000009105.1_P1,none
meningitidis_000009105.1_P1_9,000009105.1_P1,none
meningitidis_000009105.1_P1_10,000009105.1_P1,none
meningitidis_000009105.1_P1_11,000009105.1_P1,none
meningitidis_000009105.1_P1_12,000009105.1_P1,none
meningitidis_000009105.1_P1_13,000009105.1_P1,none
meningitidis_000009105.1_P1_14,000009105.1_P1,none
meningitidis_000009105.1_P1_15,000009105.1_P1,none
meningitidis_000009105.1_P1_16,000009105.1_P1,none
